row,key_2026,name_2026,V03,method,note,status
389,05060WES003,NG Wesselsbron,VS-WES003,key-only,,keep
390,05065FOU001,FOURIESBURG,VS-FOU001,key+name,,keep
391,09126SIL001,SILVERTONKRUIN,OS-SIL001,key+name,,keep
392,01016RIV002,RIVERSDAL-WES,WK-RIV002,key+name,,keep
393,02033STU003,Stutterheim,OK-STU003,key+name,,keep
394,01024WOR003,WORCESTER-BRANDWAG,WK-WOR003,key+name,,keep
395,09118PRE008,PRETORIA-OOSTERLIG,OS-PRE008,key+name,,keep
396,09121TZA002,TZANEEN WOLKBERG,OS-TZA002,key+name,,keep
397,01014SUI004,SUIDER-PAARL,WK-SUI004,key+name,,keep
398,06085KOS001,Koster,GL-KOS001,key+name,,keep
399,07100NYL002,NGK Nylstroom-oos,NS-NYL002,key+name,,keep
400,04136PAU002,PAULPIETERSBURG,KZ-PAU002,key+name,,keep
401,01016VAN014,VANWYKSDORP,WK-VAN014,key+name,,keep
402,05069KRO009,NG KROONSTAD-SUID,VS-KRO009,key+name,,keep
403,05062VEN001,VENTERSBURG,VS-VEN001,key+name,,keep
404,05063COR002,Cornelia,VS-COR002,key+name,,keep
405,VS-CLA003,CLARENS,VS-CLA003,key+name,,keep
406,01017SUI005,SUIDER-STRAND,WK-SUI005,key+name,,keep
407,01019WEL009,WELLINGTON-OOS,WK-WEL009,key+name,,keep
408,05067FIC002,Fichardtpark (Bloemfontein),VS-FIC002,key+name,,keep
409,02029CRA001,CRADOCK,OK-CRA001,key+name,,keep
410,01022MON005,MONTEVISTA,WK-MON005,key+name,,keep
411,06076STI002,STILFONTEIN,GL-STI002,key+name,,keep
412,1,NG Gemeente Vryheid,KZ-VRY005,override,,keep
413,05068PAR018,PARYS OOS,VS-PAR018,key+name,,keep
414,05059BOS001,NG KERK BOSHOF,VS-BOS001,key+name,,keep
415,03043KAN002,Kanoneiland,NK-KAN002,key+name,,keep
416,01003HEI001,Heidekoppie,WK-HEI001,key+name,,keep
417,07097PIE001,PIERNEEF,NS-PIE001,key+name,,keep
418,GS-VAN006,VANDERBIJLPARK-WES,GL-VAN006,key+name,,keep
419,01012POF001,POFADDER,WK-POF001,key+name,,keep
420,07093MAR007,Marken,NS-MAR007,key+name,,keep
421,08112KEN003,Kensington,HS-KEN003,key+name,,keep
422,05057PAU001,PAUL ROUX,VS-PAU001,key+name,,keep
423,09121LAE001,LAEVELD,OS-LAE001,key+name,,keep
424,05057BET008,NG Gemeente Bethlehem-Noord,VS-BET008,override,,keep
425,08108DEL005,DELMAS-WES,HS-DEL005,key+name,,keep
426,01002LA001,LAROCHELLE,WK-LA001,name-fuzzy,,keep
427,08105BOK004,BOKSBURGPARK,HS-BOK004,key+name,,keep
428,02034POR002,PORT ELIZABETH,OK-POR002,key+name,,keep
429,02035SYD001,SYDENHAM (PORT ELIZABETH),OK-SYD001,key+name,,keep
430,05061PHI002,Philippolis NG Gemeente,VS-PHI002,key-only,,keep
431,KZ-MAR004,N G Margate,KZ-MAR004,key-only,,keep
432,09128KR1001,KRIELPARK,OS-KRI001,name-exact,,keep
433,09112OHR001,OHRIGSTAD,OS-OHR001,key+name,,keep
434,08104KEM001,Kempton-Hoogland,HS-KEM001,key+name,,keep
435,08111REN002,NG RENSBURG,HS-REN002,key+name,,keep
436,08114RAN001,Randburg,HS-RAN001,key+name,,keep
437,03043KEI001,KEIMOES,NK-KEI001,key+name,,keep
438,WK-KLA001,NG KERK KLAWER,WK-KLA001,key+name,,keep
439,05071WEL005,WELKOM-SUID,VS-WEL005,key+name,,keep
440,08105BOK006,NG BOKSBURG-WES GEMEENTE,HS-BOK006,key-only,,keep
441,V01,NGK Gamtoosvallei Kwagga,,unresolved,,keep
442,09117KRU005,NG Kerk Krugerwildtuin/ Krugerwildtuin Gemeenskapskerk,OS-KRU005,key-only,,keep
443,07089MES001,MESSINA,NS-MES001,key+name,,keep
444,05061FAU002,Fauresmith,VS-FAU002,key+name,,keep
445,02037UIT003,UITENHAGE-NOORD,OK-UIT003,key+name,,keep
446,V01,N G GEMEENTE ROOSSENEKAL,OS-ROO006,name-exact,,keep
447,05068par017,PARYS,VS-PAR017,key+name,,keep
448,03040BAR002,BARKLY-WES,NK-BAR002,key+name,,keep
449,03046REI005,REIVILO,NK-REI005,key+name,,keep
450,03045PIE004,PIET PLESSIS,NK-PIE004,key+name,,keep
451,05069KRO010,Kroonstad-Wes,VS-KRO010,key+name,,keep
452,01016RIV001,RIVERSDAL,WK-RIV001,key+name,,keep
453,03047GRO005,NG Kerk Grootdrink,NK-GRO005,key+name,,keep
454,04135UTR001,UTRECHT,KZ-UTR001,key+name,,keep
455,GL-ZEE001,NG Kerk Zeerust,GL-ZEE001,key+name,,keep
456,05062RIE003,RIEBEECKSTAD-ERFDEEL WELKOM,VS-RIE003,key+name,,keep
457,03047ASK001,ASKHAM-NOENIEPUT,NK-ASK001,key+name,,keep
458,01006DUR006,Durbanville-Bergsig,WK-DUR006,key+name,,keep
459,03047UPI004,UPINGTON-OOS,NK-UPI004,key+name,,keep
460,06074DEL002,Delareyville,GL-DEL002,key+name,,keep
461,04134PIE00,Pietermaritzburg,KZ-PIE006,name-exact,,keep
462,03047GRO002,GROBLERSHOOP,NK-GRO002,key+name,,keep
463,01008BLO009,BLOUBERGSTRAND,WK-BLO009,key+name,,keep
464,01022PAR010,Parow-Panorama,WK-PAR010,key+name,,keep
465,01025WYN00,N.G. KERL WYNBERG,WK-WYN001,override,,keep
466,01005NIE004,Nieuwoudtville,WK-NIE004,key+name,,keep
467,08102ALB005,NGK Alberton-Suid,HS-ALB005,key+name,,keep
468,07096RUS003,RUSTENBURG-BERGSIG,NS-RUS003,key+name,,keep
469,06076HAR007,HARTEBEESTFONTEIN,GL-HAR007,key+name,,keep
470,01024TOU00,TOUWSRIVIER,WK-TOU001,name-exact,,keep
471,04113NEW004,Drakensberg Vallei,KZ-NEW004,key-only,,keep
472,NS-SAN001,NG SANDDRIFT,NS-SAN001,key+name,,keep
473,01006PHI001,,WK-PHI001,override,,superseded
474,01006PHI001,NG KERK PHILADELPHIA,WK-PHI001,override,,keep
475,01012POF001,Pofadder,WK-POF001,key+name,,superseded
476,03040DOU001,NG Kerk Douglas,NK-DOU001,key+name,,keep
477,01020VAN009,VANDERMERWE,WK-VAN009,key+name,,keep
478,06073MEY005,NG Meyertonpark,GL-MEY005,key+name,,keep
479,01013OUD001,OUDTSHOORN,WK-OUD001,key+name,,keep
480,0102BAR004,BARRYDALE,WK-BAR004,key+name,,keep
481,V01,Miederpark Gemeente,GL-POT004,override,,keep
482,05064REI001,NG GEMEENTE REITZ,VS-REI001,key+name,,keep
483,01009PLE001,Plettenbergbaai,WK-PLE001,key+name,,keep
484,WK-SWA004,NG Gemeente Swartland Noord,WK-SWA004,key+name,,keep
485,01001PRI006,Prins Albert,WK-PRI006,key+name,,keep
486,01023LAN000,LANGEBAAN,WK-LAN001,name-exact,,keep
487,01011HER001,Herbertsdale,WK-HER001,key+name,,keep
488,02026FOR002,NG Kerk  Fort Beaufort  Gemeente se naam: FORTBEAUFORT,OK-FOR002,key-only,,keep
489,02026GSE001,N G Kerk Glen Lynden,OK-GLE001,name-exact,,keep
490,V01,NG Kerk Panorama Bethlehem,VS-BET011,override,,keep
491,05060HOO01,NG Kerk Hoopstad,VS-HOO001,key+name,,keep
492,02026ADE001,Adelaide,OK-ADE001,key+name,,keep
493,03048Jan001,Jan Kempdorp,NK-JAN001,key+name,,keep
494,8109560001,NG Gemeente Secunda ( Rondekerk),HS-SEC001,name-exact,,keep
495,01006SON007,Sonstraal,WK-SON007,key+name,,keep
496,09125PIE003,PIERRE VAN RYNEVELD,OS-PIE003,key+name,,keep
497,01014SIM002,NG Gemeente Simondium,WK-SIM002,key+name,,keep
498,01008KAA001,Kaapstad,WK-KAA001,key+name,,keep
499,07088MAR006,Buffelsrivier,OK-BUF002,override,,keep
500,03041PET003,UITSIG PETRUSVILLE,NK-PET003,key-only,,keep
501,01025RON001,RONDEBOSCH,WK-RON001,key+name,,keep
502,WK-BEA002,Beuafort-Wes,WK-BEA002,key+name,,keep
503,01023LAA001,LAAIPLEK,WK-LAA001,key+name,,keep
504,01008DRI003,DRIEANKERBAAI,WK-DRI003,key+name,,keep
505,03043AUG001,AUGRABIES,NK-AUG001,key+name,,keep
506,01006KRA00,Kraaifontein,WK-KRA001,name-exact,,keep
507,01002BEL005,BELLVILLE-RIEBEECK,WK-BEL005,key-only,,keep
508,06076STI003,STILFONTEIN-SENTRAAL,GL-STI003,key+name,,keep
509,09117HAZ001,HAZYVIEW,OS-HAZ001,key+name,,keep
510,01004RIV004,RIVIERSONDEREND,WK-RIV004,key+name,,keep
511,01017STR001,Strand (Die),WK-STR001,key+name,,keep
512,09124MAR001,Ned Geref kerk Marble Hall,OS-MAR001,key-only,,keep
513,05070BAI001,NG KERK BAINSVLEI (BLOEMFONTEIN),VS-BAI001,key+name,,keep
514,08116KIB001,KIBLERPARK,HS-KIB001,key+name,,keep
515,06073OLY001,NG KERK MEYERTON SUID - OLYFDAL,GL-OLY001,key-only,,keep
516,01012GAR002,Garies,WK-GAR002,key+name,,keep
517,,NG Gemeente Krugersdorp Noord,GL-KRU001,name-exact,,keep
518,01022PAR015,Parow-Welgelegen,WK-PAR015,key+name,,keep
519,2033005005,Oos-Londen Wesheuwels,OK-OOS005,name-exact,,keep
520,01022PAR013,PAROWVALLEI-OOS,WK-PAR013,key+name,,keep
521,08104EDL001,Edleen,HS-EDL001,key+name,,keep
522,08103KEM006,NG KEMPTONPARK-OOS,HS-KEM006,key+name,,keep
523,01019DAR001,Darling/Yzerfontein,WK-DAR001,key+name,,keep
524,02028JAM001,Jamestown,OK-JAM001,key+name,,keep
525,01004NA9001,NAPIER,WK-NAP001,name-exact,,keep
526,02029COL001,COLESBERG,OK-COL001,key+name,,keep
527,06072SCH004,NG Kerk Schweizer-Reneke-Noord,GL-SCH004,key+name,,keep
528,01024LAI001,LAINGSBURG,WK-LAI001,key+name,,keep
529,02028BUR001,BURGERSDORP,OK-BUR001,key+name,,keep
530,01019RIE006,Riebeek-Wes,WK-RIE006,key+name,,keep
531,05057BET012,Bethlehem - Wes,VS-BET012,key+name,,keep
532,07092PIE010,PIETERSBURG,NS-PIE010,key+name,,keep
533,01012POR016,Port Nolloth,WK-POR016,key+name,,keep
534,0103OUD003,Oudtshoorn - Noord,WK-OUD003,key+name,,keep
535,02035POR011,PORT ELIZABETH-SHERWOOD,OK-POR011,key+name,,keep
536,03038CAR003,Carnarvon,NK-CAR003,key+name,,keep
537,09126TYG002,Tygerpoort,OS-TYG002,key+name,,keep
538,06072BLO005,BLOEMHOF,GL-BLO005,key+name,,keep
539,01025PIN001,Pinelands,WK-PIN001,key+name,,keep
540,09119ERM001,NG Ermelo,OS-ERM001,key+name,,keep
541,08115STA002,Standerton,HS-STA002,key+name,,keep
542,01007HER004,HEROLD,WK-HER004,key+name,,keep
543,02026SOM001,SOMERSET-OOS,OK-SOM001,key+name,,keep
544,01020MON002,Montagu,WK-MON002,key+name,,keep
545,01020ROB001,Robertson,WK-ROB001,key+name,,keep
546,01017STR002,NG Strand-Noord,WK-STR002,key+name,,keep
547,05071WEL003,NG Kerk Welkom Moedergemeente,VS-WEL003,key-only,,keep
548,WON001,NG Wonderboom,NS-WON001,key+name,,keep
549,05063VRE008,VREDE-WES,VS-VRE008,key+name,,keep
550,V01,NG Kerk Eendekuil,WK-EEN001,name-exact,,keep
551,06072WOL001,NG GEMEENTE WOLMARANSSTAD,GL-WOL001,key+name,,keep
552,07089SOU003,Soutpansberg,NS-SOU003,key+name,,keep
553,05058SOU002,NG Gemeente Soutpan,VS-SOU002,key+name,,keep
554,07086WES001,N G KERK WESMOOT,NS-WES001,key+name,,keep
555,01015KOR00,KORINGBERG,WK-KOR001,name-exact,,keep
556,05062VIR001,NG Kerk Virginia,VS-VIR001,key+name,,keep
557,NGKLYTOOS,NG KERK LYTTELTON OOS t/a VOETSPORE GEMEENSKAPSKERK,OS-LYT003,override,,keep
558,06076KLE005,NG La Hoff - Klerksdorp,GL-KLE005,key-only,,keep
559,04133DUR007,Durban/Berea/Escombe,KZ-DUR007,key-only,,superseded
560,06082HOR001,Horison,GL-HOR001,key-only,,keep
561,03048TAD001,Tadcaster,NK-TAD001,key+name,,keep
562,05059HEU001,NG Heuwelkruin,VS-HEU001,key-only,,keep
563,02037SON002,Sondagsriviermond,OK-SON002,key+name,,keep
564,08106BRA007,NG Kerk Brakpan Noord,HS-BRA007,key+name,,keep
565,03038CAR003,NG Carnarvon,NK-CAR003,key+name,,superseded
566,02029COL001,NG Colesberg,OK-COL001,key+name,,superseded
567,06078COL003,NG Coliqny-Oos,GL-COL003,key+name,,keep
568,01014PAR007,Parow Noord,WK-PAR007,key+name,,keep
569,06083OOS006,NG Oospark,GL-OOS006,key+name,,keep
570,07095SA001,SA Gemeente Londen,NS-SA001,override,,keep
571,04133SCO001,SCOTTBURGH,KZ-SCO001,key+name,,keep
572,04134PIN002,Pinetown,KZ-PIN002,key+name,,superseded
573,02030CLE001,Clearview,OK-CLE001,key+name,,keep
574,07095MON008,Monumentpark-Wes NG Kerk,NS-MON008,key-only,,keep
575,02032JEF001,NG Gemeente Jeffreysbaai,OK-JEF001,key+name,,keep
576,08110PRI004,NG Primrose Oos,HS-PRI004,key+name,,keep
577,06085NIE002,Nietverdriend,GL-NIE002,key+name,,keep
578,07100ELL002,Ellisras-Wes,NS-ELL002,key+name,,keep
579,02030UGI001,Ugie NG Kerk,OK-UGI001,key-only,,keep
580,09122SIM001,Simile,WK-SIM001,key-only,,keep
581,02032GAM004,Gamtoosvallei-Oos,OK-GAM004,key+name,,keep
582,05061SPR002,Springfontuin,VS-SPR002,key+name,,keep
583,03039KAT001,NG Kathu,NK-KAT001,key+name,,keep
584,06072MAK001,NG Makwassie,GL-MAK001,key+name,,keep
585,01012AGG001,Aggeneys,WK-AGG001,key+name,,keep
586,05071BED001,NG Bedelia,VS-BED001,key-only,,keep
587,05067BLO007,NG Bloemvallei,VS-BLO007,key+name,,keep
588,05058BRA012,Ng Gemeente Brandfort Oos,VS-BRA012,key+name,,keep
589,01021CER001,Ceres Moedergemeente,WK-CER001,key-only,,keep
590,07101OVE001,NG Gemeente Overkruin,NS-OVE001,key+name,,keep
591,0506RIE002,Riebeeckstad Welkom,VS-RIE002,key+name,,keep
592,02034PAR002,Parkheuwel,OK-PAR002,key+name,,keep
593,06082WIL003,Wilgespruit,GL-WIL003,key+name,,keep
594,09124DEN003,Dennesig,OS-DEN003,key+name,,keep
595,04133DUR007,Durban Wes,KZ-DUR007,key+name,,superseded
596,02027GRA006,Grasvoëlkop,OK-GRA006,key+name,,keep
597,01012KAM004,Kanieskroon,WK-KAM004,key+name,,keep
598,03043KEN001,Kenhardt,NK-KEN001,key+name,,keep
599,09123KLO002,Kloofsig,OS-KLO002,key+name,,keep
600,05061LUC001,Luckhoff,VS-LUC001,key+name,,keep
601,09124MID002,NG Gemeente Middelburg Tvl,OS-MID002,key+name,,keep
602,04136MTU002,Mtubatuba,KZ-MTU002,key+name,,keep
603,06078LIC004,Lichtenburg,GL-LIC004,key+name,,keep
604,08111NIG001,Ng Kerk Nigel (Moedergemente),HS-NIG001,key+name,,keep
605,03048NOO002,NG Kerk Noorderhurts,NK-NOO002,key+name,,keep
606,08104NOR001,Norkem Poel,HS-NOR001,key-only,,keep
607,05060RIE008,Rietfontein,VS-RIE008,key-only,,keep
608,07098ROO005,Rooihuiskraal,NS-ROO005,key+name,,keep
609,09122SAB001,NG Kerk Sabie,OS-SAB001,key+name,,keep
610,05068SAS004,Sasolburg-Fontein,VS-SAS004,key+name,,keep
611,06072SCH003,Schweizer-Reneke,GL-SCH003,key+name,,keep
612,02028VEN004,Venterstad,OK-VEN004,key+name,,keep
613,07086WON002,Wonderboompoort,NS-WON002,key+name,,keep
614,06081WES007,Westonaria,GL-WES007,key+name,,keep
615,02031NIE003,NG Gemeente Nieu-Bethesda,OK-NIE003,key+name,,keep
616,02028LAD002,NG Kerk Lady Grey,OK-LAD002,key+name,,keep
617,01009KNY001,NG Kerk Knysna,WK-KNY001,key+name,,keep
618,09121KAM005,Kampersrus,OS-KAM005,key+name,,keep
619,01018STE005,Stellenbosch Sentraal Gemeente (Jesus Sentraal),WK-STE005,key-only,,keep
620,04133DUR007,Durban Wes,KZ-DUR007,key+name,,keep
621,0505SOU002,NG Gemeente Soutpan,VS-SOU002,key+name,,superseded
622,01004VIL006,NG Kerk Villiersdorp,WK-VIL006,key+name,,keep
623,01008YST001,Ysterplaat,WK-YST001,key-only,,keep
624,02031JAN003,Jansenville,OK-JAN003,key+name,,keep
625,06079CAR001,Carletonville,GL-CAR001,key+name,,keep
626,03041PET002,Petrusville,NK-PET002,name-exact,,keep
627,01085SON006,Sonnekus Gemeente,WK-SON006,key-only,,keep
628,04134GRE004,Greytown,KZ-GRE004,key+name,,keep
629,04133DUR003,Durban Oos,KZ-DUR003,key+name,,keep
630,06084SUI010,Suikerbos,GL-SUI010,key+name,,keep
631,4133514006,Suidkus,KZ-SUI006,name-exact,,keep
632,01005LEI001,Leipoldtville,WK-LEI001,key+name,,keep
633,06083OOS007,NG OOSTERLIG VANDERBIJLPARK,GL-OOS007,key+name,,keep
634,01023STH001,ST HELENABAAI,WK-STH001,name-exact,,keep
635,07086MOO003,Mootvallei,NS-MOO003,key+name,,keep
636,01002WEL002,WELGEMOED,WK-WEL002,key+name,,keep
637,03044KIM001,NG Gemeente Kimberley,NK-KIM001,key+name,,keep
638,07094WON004,Wonderpark,NS-WON004,key+name,,keep
639,VS-VIE001,Vierfontein,VS-VIE001,key+name,,keep
640,01023VEL001,NG GEMEENTE VELDDRIF,WK-VEL001,key+name,,keep
641,05057LIN003,Lindley,VS-LIN003,key+name,,keep
642,EB0519,VOLMOED,WK-VOL003,name-exact,,keep
643,07098THE001,The Reeds,NS-THE001,key+name,,keep
644,05063MEM001,Memel,VS-MEM001,key+name,,keep
645,06075CON002,Constantiakruin,GL-CON002,key+name,,keep
646,09121PHA001,Phalaborwa,OS-PHA001,key+name,,keep
647,VSLAD003,Ladybrand,VS-LAD003,key+name,,keep
648,02030CLE001,Maclear,OK-MAC002,override,,keep
649,05069VIL002,Viljoenskroon,VS-VIL002,key+name,,keep
650,020295STE09,Steynsburg,OK-STE009,key+name,,keep
651,07095PRE007,Pretoria-Oos (Ooskerk),NS-PRE007,key+name,,keep
652,03047LOU002,Louisvale,NK-LOU002,key+name,,keep
653,01005LOE002,Loeriesfontein,WK-LOE002,key+name,,keep
654,07090MAR008,Marondera-Rusape,NS-MAR008,key-only,,keep
655,07096RUS005,Rustenburg-Suid,NS-RUS005,key+name,,keep
656,06074BOS002,Bospoort,GL-BOS002,key+name,,keep
657,06074BOS002,Bospoort,GL-BOS002,key+name,,superseded
